temperature,rainfall,humidity,pressure,today_raining,tomorrow_raining
15.4,1.03,56.8,1026.0,0,1
30.6,0.06,36.2,1034.5,0,0
21.7,1.18,63.9,1018.9,0,0
31.3,0.4,80.5,981.6,1,1
13.2,0.31,55.7,1036.0,0,0
14.9,1.0,65.4,1000.0,0,1
18.8,0.21,65.5,1001.3,0,0
25.6,6.31,35.9,1015.3,0,0
19.9,0.1,100.0,1033.7,1,1
30.3,1.03,50.6,1028.8,0,0
33.2,0.36,73.1,1026.6,0,1
29.8,2.33,75.4,1008.3,1,1
38.0,0.16,57.2,1008.1,0,0
28.3,1.58,72.1,1018.2,1,1
15.3,2.97,64.9,1011.0,1,1
35.9,5.99,31.6,1026.3,0,0
20.2,2.4,53.4,1025.5,0,1
32.3,0.21,47.7,1021.9,0,0
37.6,0.19,50.8,975.1,1,1
28.7,2.63,33.9,1014.9,1,0
13.0,0.48,82.5,1011.4,0,0
17.7,1.19,92.0,1015.5,0,0
35.6,7.51,79.6,1001.7,0,1
23.6,3.43,85.4,993.1,0,1
25.6,3.75,53.1,1019.9,0,1
31.1,3.94,47.3,1007.7,0,1
30.6,1.93,44.4,1021.6,0,0
27.2,2.72,72.9,1002.9,0,0
23.3,0.89,64.5,1034.2,1,1
22.5,12.93,58.5,1028.0,1,1
31.9,0.66,85.9,1017.5,0,1
29.4,1.78,68.1,1009.8,1,1
22.9,0.66,43.2,1025.8,1,1
33.7,0.24,46.4,1018.9,0,0
24.0,1.68,73.6,1016.6,0,0
18.2,0.87,80.8,1028.6,0,0
18.9,1.75,71.0,1034.4,0,1
17.2,1.64,97.9,994.2,1,1
22.8,1.56,92.7,997.2,1,0
34.9,0.26,68.8,1001.3,1,1
18.6,1.16,43.2,990.5,1,0
26.5,3.34,33.8,1012.1,0,0
19.7,0.76,52.3,1022.0,1,0
22.9,1.17,75.1,1012.7,1,1
12.9,1.36,96.5,1005.0,1,1
23.2,3.97,68.3,1029.9,0,1
23.5,2.13,83.4,1015.1,0,0
29.3,0.21,55.1,1018.1,1,0
26.8,4.01,72.5,1030.3,1,0
15.4,3.57,76.5,1011.2,1,1
33.7,2.8,20.4,1043.9,0,1
26.7,1.25,51.7,1006.3,0,1
26.6,2.83,79.0,1043.0,0,0
24.9,1.3,65.5,998.4,1,1
20.9,2.67,36.1,1020.8,0,0
26.7,4.24,11.4,1003.4,0,0
28.8,4.42,52.7,1029.8,0,0
11.0,1.21,58.6,1005.8,1,1
20.7,3.92,42.3,1017.4,0,1
23.0,0.21,62.9,1003.2,0,1
27.0,0.21,70.1,1027.1,1,1
34.5,1.59,73.4,1003.2,1,1
18.8,2.11,12.9,1038.3,0,0
21.0,0.33,33.7,998.1,0,1
20.9,1.28,53.9,992.8,0,0
18.6,0.2,71.4,1027.3,1,0
22.2,1.84,69.8,1004.1,1,1
31.2,3.86,69.4,1012.9,0,0
16.6,2.68,52.3,1008.2,0,0
28.4,0.95,53.4,993.3,1,1
11.4,10.16,45.4,1011.8,1,1
20.5,2.17,75.4,1032.0,0,0
22.4,3.38,41.6,1028.0,0,1
38.4,2.22,77.0,1016.5,1,0
22.8,9.1,64.2,1029.7,1,1
7.4,3.44,59.1,997.1,0,1
9.0,1.47,46.9,1008.1,1,0
25.3,0.91,32.9,1018.9,0,0
29.9,2.29,47.0,1011.0,0,0
28.0,1.78,53.4,1009.3,1,0
26.3,1.98,12.6,995.0,0,0
34.3,0.84,56.1,981.8,0,1
20.7,1.12,78.5,1025.3,1,1
32.2,1.63,71.3,1016.6,0,1
11.9,3.66,50.1,1026.5,1,1
17.8,2.88,60.9,1006.4,1,1
10.5,0.25,48.9,1002.3,0,1
22.8,0.56,63.0,1013.1,1,0
24.6,0.05,90.8,1025.8,0,0
25.9,0.02,79.4,1009.5,0,0
25.5,0.51,70.4,1025.0,1,1
17.6,3.21,50.1,997.9,0,0
23.5,4.7,75.0,1010.6,1,1
13.0,0.99,26.3,1011.9,0,0
35.9,1.66,55.0,1031.4,0,0
22.6,2.45,71.7,1016.1,1,0
21.1,6.11,74.8,1039.2,0,0
37.7,4.88,73.4,992.8,1,1
15.1,0.12,65.9,1014.9,0,1
16.0,0.57,56.1,1015.7,0,0
16.2,0.1,70.8,1022.3,0,0
24.5,1.92,40.9,1000.8,0,0
28.5,2.48,43.1,1038.3,0,0
30.9,0.74,61.2,1013.2,0,0
45.6,3.85,63.5,996.7,0,1
7.0,1.21,23.5,1012.8,1,0
29.9,12.85,69.1,1008.3,1,1
20.5,0.0,75.5,1054.7,1,0
20.3,0.23,58.5,1028.7,0,0
20.0,0.72,100.0,1013.7,0,0
17.7,0.05,46.3,1011.3,1,1
38.5,3.05,52.8,1027.3,1,1
31.7,0.11,52.1,1028.0,0,0
25.2,2.76,58.5,969.3,1,1
35.8,0.11,53.4,1022.6,0,0
12.9,0.58,31.9,1013.4,0,0
14.4,3.68,49.1,993.3,1,1
7.6,6.04,58.0,1026.2,1,1
19.4,1.07,84.6,1046.7,0,0
26.3,7.01,100.0,1021.4,1,0
25.8,1.97,86.7,1029.5,1,0
26.2,1.08,44.5,1040.1,1,1
13.7,3.25,46.1,1000.5,0,1
31.4,0.7,56.8,985.1,0,0
26.9,0.62,95.7,1022.9,0,0
30.9,2.14,56.7,1009.3,0,0
9.9,0.99,33.4,992.4,0,0
27.5,0.29,50.0,1011.8,1,0
15.5,0.14,75.1,1023.9,0,0
21.8,3.1,73.8,1010.8,0,0
29.3,2.25,56.0,1001.2,0,0
25.7,1.06,73.7,1009.6,1,1
18.2,4.53,14.5,1012.7,1,1
25.1,1.06,62.1,984.1,1,1
12.7,2.48,77.2,1010.9,1,0
34.2,4.8,43.3,992.8,0,0
23.4,3.67,43.3,1022.9,1,0
33.9,1.43,22.7,989.6,1,1
20.8,2.28,91.8,1028.2,1,1
20.8,1.07,45.6,1006.9,0,1
18.9,2.08,64.8,1004.9,0,0
32.0,0.6,72.1,1017.4,1,1
19.3,1.14,90.2,1000.0,1,1
30.2,0.47,56.9,1017.2,1,0
21.9,0.08,49.2,1002.0,1,0
9.2,1.78,63.5,1004.6,0,1
20.4,4.0,85.7,1019.1,1,1
15.6,0.05,56.6,995.9,0,0
25.3,0.44,40.9,994.0,0,0
15.5,1.23,29.2,1016.7,0,0
32.4,2.19,35.6,1012.6,0,0
24.3,0.38,77.3,1015.5,0,0
23.6,0.12,53.6,1017.9,0,0
30.2,1.46,47.8,1013.9,1,1
32.7,3.42,45.7,1022.1,1,1
24.8,0.07,61.7,1014.5,1,1
18.8,0.86,55.2,982.9,0,0
10.8,2.18,54.5,986.8,0,0
19.5,0.28,87.0,1041.9,0,0
20.1,0.54,90.8,1013.0,0,0
25.9,1.53,27.8,1027.3,0,0
22.2,6.13,66.6,1007.8,1,1
30.5,0.68,44.5,1012.1,0,0
20.1,1.34,55.0,1006.2,0,0
24.5,1.02,66.2,1050.0,0,0
34.5,4.55,55.7,1016.8,0,0
27.7,0.15,64.6,1005.0,0,1
24.5,1.67,73.5,988.2,1,1
20.2,3.74,65.9,1042.6,1,0
19.9,8.87,47.1,1010.6,1,0
18.2,2.4,47.4,1024.2,0,0
20.7,0.96,31.2,1025.8,0,0
31.0,1.06,42.9,1006.1,1,1
23.2,0.87,99.2,1023.1,1,1
14.2,1.85,44.2,1003.9,1,1
39.1,2.69,36.1,998.1,0,1
27.6,3.42,66.4,1030.5,0,0
13.7,1.08,57.8,1010.6,1,1
21.5,2.52,56.1,1020.8,1,1
25.9,4.96,88.2,1019.2,1,1
38.6,5.07,71.0,1022.6,0,0
16.1,2.43,49.4,989.7,0,1
32.8,2.03,51.5,1004.2,0,0
36.2,1.52,49.9,1008.1,0,0
20.0,0.4,77.5,1000.5,1,1
22.8,0.26,53.8,1019.4,0,1
16.7,1.33,24.1,1030.8,0,0
23.4,0.35,59.0,1033.2,0,0
24.7,1.72,29.3,1007.9,0,0
30.3,2.08,100.0,1017.4,0,0
33.7,1.49,40.7,1019.7,0,1
19.0,0.07,56.8,1022.3,0,0
9.3,0.12,65.2,999.8,0,0
24.8,0.24,54.2,1040.3,1,0
27.3,0.33,54.2,1026.9,0,0
27.0,9.19,68.4,1027.3,1,1
22.4,0.84,90.5,1031.1,0,0
26.0,0.69,75.4,1021.0,1,1
37.1,0.11,89.6,997.6,1,1
28.1,2.02,39.1,1010.9,1,0
22.0,2.11,66.3,988.2,1,1
21.0,0.39,63.1,1019.2,0,1
23.6,5.03,67.0,1010.5,1,1
38.1,3.22,87.5,1012.4,1,1
23.5,0.52,55.6,1031.1,0,0
24.8,1.33,51.9,1006.1,0,1
21.1,1.23,70.7,1009.2,1,1
33.8,0.86,24.4,1013.3,0,0
40.7,3.4,55.3,985.4,0,1
28.6,0.23,57.3,1009.0,0,0
25.7,1.07,41.6,975.7,0,1
25.3,1.12,81.1,1004.2,0,1
5.9,1.26,38.8,1025.8,1,1
31.0,3.95,57.3,1019.7,0,0
26.1,0.49,65.9,1004.1,0,0
28.4,0.22,87.1,1013.6,1,0
19.3,1.92,59.8,996.9,0,1
21.9,0.38,78.7,1013.0,1,1
21.7,0.16,74.0,1057.0,0,0
33.2,1.11,62.5,1040.7,1,0
22.0,0.5,38.2,1013.8,0,1
41.7,0.9,31.3,1015.4,0,0
28.4,0.6,62.1,998.3,0,0
14.8,0.19,49.1,1001.0,0,0
24.0,1.64,78.4,1018.4,1,1
19.8,0.05,74.9,1005.1,0,1
7.4,6.78,56.3,1026.6,1,1
37.8,0.84,36.8,1036.5,0,0
30.6,2.38,70.2,1018.0,1,1
29.3,3.33,39.6,1014.5,0,0
26.3,0.65,44.8,987.8,0,1
13.9,2.76,40.4,1024.2,0,1
21.1,3.57,57.2,995.8,0,0
31.7,0.55,83.4,1006.7,1,1
16.6,9.78,59.9,1027.4,1,1
4.7,0.04,51.1,1028.4,0,0
23.2,0.49,29.5,1006.0,0,0
23.9,3.03,71.0,1006.9,0,0
26.1,0.43,44.4,1002.5,0,0
30.8,2.4,62.4,995.0,0,1
30.1,3.87,52.9,1003.5,0,1
27.1,6.4,76.8,988.8,1,1
34.6,1.29,56.9,1023.2,0,1
12.8,7.09,58.8,1018.9,0,0
29.0,1.06,69.7,1021.4,0,0
30.0,0.49,100.0,998.7,1,1
15.1,1.44,77.8,995.1,1,1
13.0,2.1,58.2,1013.8,0,1
19.0,1.22,60.1,1014.0,0,0
19.7,1.67,49.5,1010.8,0,0
31.0,1.08,41.0,1008.7,1,1
20.1,1.49,48.9,1038.7,0,0
18.1,6.1,44.6,1019.4,1,1
20.1,1.39,73.1,1042.6,1,1
33.9,0.58,38.6,1032.0,0,0
25.1,2.84,86.7,1038.5,1,0
23.6,0.82,75.0,996.9,1,1
24.1,3.39,60.4,1021.9,0,1
35.3,0.12,60.0,1006.5,1,1
19.0,0.81,48.9,988.0,0,0
35.5,0.2,65.4,1035.4,1,1
26.7,0.18,81.8,1008.6,1,1
23.7,2.15,45.9,997.2,0,1
45.0,0.97,29.3,1006.8,0,1
16.6,4.1,74.1,1001.1,0,1
22.2,1.45,66.5,1002.6,0,0
15.1,0.7,37.6,1009.7,0,0
32.6,2.55,45.3,1039.0,1,0
38.5,1.96,42.8,1003.0,0,1
38.4,3.21,45.5,1037.9,0,0
34.8,2.06,53.5,1025.7,1,1
23.4,0.37,54.7,1018.9,0,0
22.1,2.22,47.0,1024.2,0,0
11.6,0.99,44.8,1013.2,0,1
41.3,1.24,55.4,1032.3,0,1
28.8,5.09,63.4,1021.5,0,0
21.1,0.89,53.7,988.0,1,0
35.6,1.89,83.2,1017.4,1,1
17.2,0.9,70.2,1024.8,1,0
28.3,0.2,28.2,1008.7,0,0
23.6,1.21,70.5,1014.9,1,0
30.1,1.82,72.1,1003.8,0,0
24.5,1.05,51.3,992.3,0,0
13.4,0.99,30.1,989.7,0,0
25.6,3.43,60.2,989.9,0,1
33.4,0.06,59.8,1023.0,0,0
24.8,0.7,37.6,975.6,0,1
31.2,3.34,31.0,1003.0,1,0
16.6,5.06,58.2,1001.5,0,1
24.8,1.06,55.3,1008.8,1,1
20.0,4.39,51.7,985.2,0,1
31.0,0.44,58.3,1019.1,0,1
25.3,0.5,37.9,993.9,0,0
30.5,3.74,51.3,1030.0,0,0
33.7,4.67,70.7,1003.7,1,0
30.5,0.5,53.0,1011.6,0,0
27.2,0.12,26.6,1013.1,0,0
17.0,0.19,50.5,1016.7,1,0
25.0,0.61,38.6,1013.6,0,1
20.7,2.87,65.3,1006.6,0,0
22.2,1.43,66.4,1018.1,1,1
22.0,1.22,26.8,1020.0,0,0
17.2,1.75,75.2,1001.5,0,0
9.3,4.42,37.8,1019.4,0,0
19.7,0.19,91.2,1030.9,1,1
26.5,2.37,59.0,1023.6,0,0
14.2,5.23,35.1,1027.0,0,1
25.1,0.48,37.2,1015.6,0,0
40.2,3.64,67.0,999.0,1,1
33.2,2.39,52.2,1000.9,0,0
38.1,0.03,58.1,1017.8,0,0
28.1,0.53,92.3,1027.1,1,1
34.3,1.86,46.0,1054.8,1,0
19.2,1.4,61.2,1027.7,0,0
19.8,1.5,88.4,995.4,1,1
3.1,0.53,65.4,1001.5,1,0
34.5,2.25,27.9,1047.2,0,0
37.3,0.62,70.1,1009.8,0,0
20.6,0.99,36.7,1013.7,0,1
23.0,0.92,88.1,998.6,1,0
19.0,2.23,43.5,1036.5,0,1
28.1,0.19,100.0,1020.5,1,1
34.0,0.46,89.3,1001.4,1,0
11.1,0.45,44.1,998.1,0,1
28.3,0.23,60.4,1017.6,0,0
22.8,0.47,75.1,1013.7,0,0
25.9,1.87,75.7,1025.5,1,1
28.7,2.63,68.8,1021.2,1,1
23.5,2.16,85.0,1009.0,1,1
24.2,1.29,57.5,1004.8,1,1
23.3,0.11,52.7,1010.6,0,0
32.8,6.39,53.1,1004.7,0,1
28.4,0.37,77.2,1011.0,0,0
26.8,2.21,67.3,1013.2,0,0
14.8,4.88,65.8,999.5,1,1
22.0,2.39,75.9,1022.5,0,1
32.2,0.49,19.0,1007.4,0,0
25.3,0.76,66.2,1000.4,1,1
30.3,0.06,64.4,1007.7,0,0
39.1,1.9,93.4,1016.6,0,1
33.3,1.9,29.4,1014.2,0,0
25.7,2.59,91.1,1019.3,0,1
20.9,0.02,61.5,1026.5,0,0
4.6,3.41,69.8,1032.6,1,1
23.7,2.68,93.5,1017.3,1,1
22.4,0.3,71.2,997.0,0,0
28.1,0.85,68.0,1009.0,0,0
23.8,2.04,64.8,997.9,0,1
22.4,1.37,50.3,1038.5,1,0
10.8,0.24,59.4,1042.8,1,1
17.5,0.18,45.7,1022.8,1,1
28.8,3.04,59.1,1025.9,0,0
38.7,0.34,13.3,1016.8,0,0
24.2,0.38,68.6,1018.5,0,0
27.6,3.55,57.6,989.0,1,1
32.6,1.89,53.3,1011.9,0,0
18.5,1.86,64.4,999.8,0,0
27.9,1.31,31.3,1017.2,0,0
19.1,1.68,98.6,1012.1,1,0
31.9,1.84,57.9,1042.2,0,1
26.2,6.87,57.1,1026.7,0,0
27.4,0.5,40.7,1017.3,1,1
18.7,0.48,60.5,1009.0,0,0
30.7,0.12,87.7,1038.1,0,0
41.7,2.15,80.7,1012.6,0,1
16.9,1.59,77.1,1018.0,0,0
22.3,0.24,70.9,1013.6,1,0
26.9,0.91,52.8,1006.9,1,1
31.3,0.39,31.0,1013.5,0,0
20.5,0.81,56.0,983.6,0,0
2.3,6.04,55.3,989.8,0,0
35.9,2.3,81.0,1018.2,0,1
31.1,0.02,66.2,1036.5,0,0
11.1,0.58,92.2,1018.2,0,0
20.1,0.02,83.9,1002.2,1,0
37.5,2.51,50.9,991.4,0,0
36.6,1.27,24.1,1024.8,1,0
32.5,10.24,87.7,1004.5,1,1
23.6,2.65,87.2,1022.6,0,0
25.7,1.46,32.7,1018.8,0,0
24.0,3.27,90.2,1020.2,0,0
34.0,2.44,67.6,1013.5,0,0
18.0,0.56,63.2,1018.8,0,0
18.6,1.51,92.3,1011.2,1,1
33.1,1.62,86.9,1003.5,1,1
24.6,1.2,73.0,998.5,1,0
36.0,0.39,69.5,977.2,1,0
19.6,0.51,72.3,1010.3,0,0
24.6,0.66,52.0,1035.8,0,0
17.6,0.02,58.9,1024.0,0,0
25.1,4.98,42.0,1016.4,0,0
13.2,2.32,53.3,1002.0,1,0
21.1,2.34,52.7,1028.0,0,0
13.5,1.7,47.3,1011.2,1,0
30.6,2.34,62.7,1036.6,1,1
30.7,8.02,53.5,998.3,1,1
11.2,0.97,70.0,1001.8,0,0
35.7,2.49,27.6,1000.3,0,1
45.0,0.89,57.7,990.8,0,1
25.4,3.85,62.6,998.9,1,1
19.9,3.9,53.8,1014.5,0,0
47.6,4.65,56.6,1002.3,0,0
14.4,0.01,28.3,955.2,0,0
25.2,0.71,67.1,1029.1,1,1
26.4,0.29,73.0,987.7,0,1
35.8,1.21,69.9,1021.8,0,0
27.9,1.37,80.8,1013.5,0,0
21.0,0.59,64.0,1044.8,0,0
17.4,2.57,69.6,1028.0,0,0
22.3,0.63,63.1,1005.4,0,1
16.9,3.85,73.8,1002.5,0,1
25.4,0.39,28.5,1035.5,0,0
20.5,0.92,42.1,990.9,1,1
13.0,1.95,91.7,1015.9,0,0
35.0,1.86,10.8,1011.0,0,0
21.0,0.16,57.2,1007.9,0,0
14.9,3.74,83.4,1018.3,0,1
23.7,1.82,58.1,1015.8,1,1
25.5,4.08,51.9,1019.9,1,1
11.0,4.04,62.6,1015.1,0,0
27.7,1.58,52.9,1019.3,0,0
16.6,4.83,60.6,1014.4,0,1
38.7,3.77,46.3,1003.1,1,0
29.2,6.35,82.2,1013.1,1,1
21.8,3.8,88.5,1002.3,1,0
19.0,3.44,57.3,1001.3,0,1
24.2,1.27,32.3,1008.0,0,0
29.9,0.48,49.5,1011.2,0,0
24.8,4.83,56.3,1013.5,1,1
23.3,2.56,70.1,1026.7,1,1
25.5,0.66,39.8,1005.5,0,0
20.2,0.83,44.6,1016.0,0,0
22.3,2.32,70.2,1014.8,0,0
8.3,1.3,78.8,1003.9,1,1
32.8,0.17,47.6,1014.1,0,0
27.4,0.31,33.3,1028.0,0,0
18.8,2.74,100.0,1015.8,0,1
40.2,0.8,75.7,1016.4,1,0
25.7,1.42,54.7,1002.4,1,1
16.7,2.91,77.4,1042.5,1,1
31.9,2.78,57.5,1003.3,0,0
28.2,0.37,77.3,988.0,1,0
28.2,0.21,63.2,1025.9,0,1
21.6,1.79,61.8,1011.3,0,0
28.6,2.71,57.7,1008.5,0,0
22.9,0.32,31.1,1004.8,0,0
29.4,0.93,98.8,1041.1,1,0
9.8,4.08,41.2,1018.3,0,1
21.5,5.77,32.8,1021.2,0,0
38.8,1.21,55.7,1015.4,1,1
18.9,0.17,40.8,1017.1,0,0
20.2,0.6,59.0,1034.0,0,1
21.4,0.53,73.8,1009.2,0,1
15.3,0.55,79.9,991.1,1,1
7.3,1.36,76.3,1026.0,1,0
23.2,1.75,53.9,1020.5,1,0
26.1,0.26,61.0,1014.6,1,0
24.6,4.4,68.2,1020.1,0,0
23.8,1.94,24.8,1007.4,1,0
25.3,1.82,71.4,1013.3,0,0
33.2,8.73,30.9,1011.0,1,1
23.5,1.98,100.0,1004.1,1,1
20.4,5.29,51.9,1030.8,1,1
22.8,0.67,56.3,991.8,0,1
29.6,0.55,44.6,1048.4,0,1
36.3,1.45,47.4,1026.2,0,0
20.0,1.42,100.0,986.3,1,0
25.8,0.51,78.8,1009.6,0,0
27.7,2.41,29.0,1010.5,0,0
17.1,0.06,90.1,1018.9,1,1
25.2,2.35,83.9,998.2,0,1
13.3,1.22,54.4,1013.5,1,0
10.8,2.34,66.1,1011.2,1,0
27.9,1.3,59.7,1001.9,0,0
21.9,7.57,99.5,999.8,1,1
26.6,0.81,44.1,1026.8,0,0
24.9,8.1,62.9,987.6,0,0
17.2,0.13,51.4,1020.2,0,0
24.6,2.3,31.3,1025.0,0,0
15.1,1.21,100.0,1009.7,1,1
36.1,3.45,36.4,1013.8,0,1
14.2,3.12,64.4,1030.5,1,1
23.4,3.22,25.2,1002.4,0,1
16.7,0.2,52.0,1004.0,0,0
29.6,3.46,68.4,1005.6,1,1
22.3,0.48,43.5,1030.5,0,0
20.9,0.05,71.7,1032.4,1,0
31.8,0.49,54.6,992.1,0,0
25.2,1.31,83.2,1028.1,1,1
29.1,2.71,87.2,1025.3,0,1
17.1,0.49,48.3,1036.3,0,0
13.8,0.24,61.5,1018.8,1,1
25.9,2.08,63.7,1012.3,0,0
22.4,8.26,72.4,1030.2,1,1
30.0,1.84,60.3,1023.5,0,0
24.4,2.35,63.8,1046.7,0,0
26.6,1.65,55.1,1027.4,0,0
12.0,3.05,62.3,1015.3,1,1
40.1,7.44,86.0,995.4,1,1
23.7,1.57,72.9,1004.3,1,0
30.6,1.08,74.0,991.5,1,1
18.3,3.94,74.5,1009.8,1,1
27.5,7.0,56.9,1026.9,1,0
14.6,0.28,66.4,1012.9,0,0
28.6,1.73,38.3,1028.3,0,0
22.2,3.14,85.4,1018.1,1,1
25.2,1.52,4.3,1007.0,0,0
30.6,1.05,58.3,1014.3,0,1
15.1,2.13,82.8,1020.1,1,1
19.5,0.63,32.7,1015.1,0,0
28.7,0.86,68.0,1015.3,1,1
41.8,9.73,46.4,1001.5,1,1
23.9,2.02,52.6,1006.5,0,0
29.7,4.13,78.9,1046.9,1,1
24.1,3.3,64.0,1031.4,0,1
40.5,2.11,19.3,990.9,0,0
11.0,3.67,40.5,977.5,0,0
25.8,0.68,79.5,1014.1,0,0
12.0,2.03,69.0,1026.4,1,1
4.9,1.79,95.0,1005.2,1,1
27.4,1.95,93.7,1028.3,1,1
26.1,0.37,53.2,1013.9,0,0
22.7,0.65,100.0,1010.6,1,0
24.2,0.68,60.5,1024.3,0,0
49.8,1.84,40.7,1005.0,1,1
22.9,7.19,47.3,1008.7,1,0
29.1,6.16,14.9,1023.1,0,1
19.8,0.52,92.1,1012.5,1,0
27.4,0.73,91.9,1041.6,1,1
23.1,0.07,39.7,1023.4,0,1
21.7,1.02,55.4,1022.4,1,1
39.6,3.6,61.9,1012.3,0,0
34.4,4.95,40.8,1026.1,0,1
26.1,0.54,24.9,1008.2,0,0
6.6,0.62,55.8,1017.2,1,1
22.1,0.5,53.6,999.3,0,1
46.6,0.86,52.2,1028.6,0,0
23.2,3.27,64.5,1017.4,1,0
33.8,2.08,88.6,1042.7,1,1
36.5,3.08,53.9,1048.9,1,1
26.8,1.75,63.4,1024.4,0,0
18.3,0.6,74.5,1014.0,1,0
5.5,0.52,71.1,998.8,0,0
30.5,0.02,47.7,1026.6,0,0
18.5,3.04,61.9,1016.2,0,0
26.4,3.76,71.0,1021.1,1,1
15.0,2.92,37.4,1038.9,0,1
22.9,0.15,85.3,1000.6,1,1
25.3,2.87,88.6,999.1,1,1
27.1,0.09,45.5,1009.5,0,0
16.1,0.22,63.9,1025.3,0,0
34.6,1.16,72.8,1021.3,1,0
20.2,1.29,49.1,999.6,0,1
11.6,3.39,69.6,1024.3,0,1
24.1,2.28,63.3,995.0,1,0
25.3,0.33,30.6,1000.4,0,0
26.3,0.51,69.2,1011.3,0,0
35.9,0.67,38.0,1004.7,1,1
23.1,0.26,78.8,1026.3,0,1
24.0,0.68,46.6,1017.3,0,0
16.2,2.61,56.8,1039.5,0,0
31.6,0.55,87.4,1009.3,1,0
26.5,3.61,69.9,1011.2,1,1
21.6,1.27,38.4,1031.2,0,0
9.8,0.78,39.7,1011.6,0,0
36.6,1.06,48.0,1035.4,0,1
15.2,2.47,67.9,1021.1,1,0
20.3,1.45,67.2,977.7,1,1
27.9,0.01,43.1,1030.7,0,0
15.4,5.11,36.7,1026.7,0,0
13.1,0.14,65.6,1027.3,0,0
8.0,5.58,56.4,984.3,1,1
30.8,0.06,100.0,1003.1,1,1
20.6,2.95,60.7,1004.2,1,0
48.4,1.53,96.3,1000.4,1,1
17.0,1.41,36.6,1039.1,1,1
17.6,0.15,28.5,1012.8,0,0
20.5,0.55,37.6,1012.5,0,0
26.9,3.01,83.8,1021.3,0,0
21.2,4.44,95.1,1021.5,1,0
29.9,1.51,44.4,963.0,0,1
17.2,0.87,50.8,1003.3,1,1
13.9,0.12,36.6,991.8,0,0
10.6,2.29,23.8,1019.0,0,1
7.2,0.65,74.4,1008.7,0,1
20.9,0.11,64.5,1013.2,1,0
22.6,2.19,60.2,981.8,0,0
19.9,1.33,32.0,1008.4,1,0
34.9,0.02,92.8,1029.7,0,0
34.8,0.24,49.9,1034.1,0,0
22.3,2.4,70.7,1023.8,1,1
10.6,0.13,30.9,993.0,0,0
20.5,4.02,56.2,1031.9,0,0
20.2,0.75,65.8,1023.9,1,1
19.7,0.19,66.5,1011.2,1,1
19.4,2.85,63.1,982.6,1,1
19.8,1.49,69.9,1027.3,0,1
21.9,0.73,37.4,1004.1,0,0
19.9,1.04,63.9,1018.2,0,0
26.7,0.04,62.3,1014.0,0,0
27.9,2.17,64.6,1036.1,1,1
17.7,0.91,61.4,1011.1,0,0
35.2,2.5,34.5,1012.8,1,0
17.2,1.98,33.6,1036.7,0,0
12.1,2.11,15.7,1003.1,0,1
28.0,3.15,76.4,1025.2,0,1
18.5,1.99,76.6,1010.0,1,0
27.6,1.09,76.9,998.0,1,1
5.8,0.99,66.1,1013.0,1,0
36.1,0.25,17.3,1023.4,0,0
30.4,3.02,39.5,1033.3,1,1
13.0,2.86,63.4,1035.1,1,0
13.2,0.57,62.7,1008.6,1,0
38.4,3.97,55.5,998.2,0,1
19.1,1.78,67.4,1008.2,1,1
18.3,1.3,60.2,995.3,0,1
6.9,0.04,62.4,1009.7,0,1
22.2,0.96,47.2,1007.9,0,0
23.2,2.05,79.6,1023.9,0,0
30.7,0.19,51.4,979.9,0,0
13.8,1.23,33.4,1002.0,1,1
12.8,10.05,44.6,1002.1,1,1
28.6,2.52,53.0,1030.8,0,0
33.1,1.58,79.9,996.3,0,1
12.4,1.52,59.2,1016.4,0,1
33.7,0.09,56.3,1011.1,0,0
25.3,6.31,35.0,1028.6,1,1
33.7,5.27,75.7,1021.9,1,1
24.4,2.29,47.0,1014.8,0,0
4.8,0.21,58.0,1004.7,0,0
23.8,0.47,89.6,985.2,1,1
33.5,0.41,70.2,1016.7,0,1
17.9,1.47,27.4,1021.0,0,1
21.9,0.47,24.6,989.4,0,1
23.6,2.38,58.7,994.5,1,1
1.8,1.58,35.7,1016.8,0,1
38.4,0.04,73.0,1018.1,0,0
17.8,2.73,60.8,998.1,1,1
29.0,0.42,63.3,1004.4,1,0
24.3,3.48,45.9,985.5,1,0
35.1,0.88,94.8,1033.7,1,1
28.2,0.83,100.0,993.5,1,1
23.1,0.02,54.4,1021.1,1,0
17.9,8.8,67.1,1012.5,1,1
31.4,1.89,61.9,1032.3,0,0
10.0,1.1,54.8,1001.1,0,0
30.2,0.2,43.4,1013.9,1,1
16.2,2.4,38.3,987.5,1,0
35.0,0.66,37.3,983.9,0,1
26.3,8.89,68.1,1021.9,1,1
30.2,6.01,49.6,986.2,0,1
25.7,2.66,8.4,1009.6,0,0
11.0,7.09,68.9,1028.2,1,0
18.1,0.22,59.2,1024.2,1,1
30.4,0.66,86.9,1003.0,0,1
26.3,0.58,67.5,989.2,0,0
34.4,0.15,30.4,1020.6,1,0
28.2,7.17,15.4,1033.1,0,0
17.3,0.12,45.6,1003.1,0,1
18.6,3.89,47.5,1001.0,1,1
25.8,2.92,78.9,1005.1,0,1
6.5,0.94,59.8,1021.6,1,1
38.4,0.04,82.7,1031.4,1,0
28.5,0.01,33.5,994.4,0,0
34.8,0.46,79.3,990.5,0,1
12.4,1.36,74.4,1048.1,1,1
35.0,1.22,19.6,1010.3,0,0
42.9,1.76,86.5,1016.8,0,0
14.4,2.96,61.9,1002.6,0,0
31.2,0.95,67.8,1020.3,0,1
